Fecha, Voltaje, Corriente, Potencia, Energía, Frecuencia, Factor de Potencia 
2023/7/17 (Lunes) 14:55:0, 122.90, 31.82, 3687.50, 1365.66, 60.00, 0.94
2023/7/17 (Lunes) 15:0:0, 123.50, 30.46, 3541.20, 1365.97, 60.00, 0.94
2023/7/17 (Lunes) 15:5:0, 123.60, 27.18, 3117.30, 1366.25, 60.00, 0.93
2023/7/17 (Lunes) 15:10:0, 122.40, 33.10, 3800.20, 1366.55, 60.00, 0.94
2023/7/17 (Lunes) 15:15:0, 122.40, 35.56, 4123.50, 1366.88, 60.00, 0.95
2023/7/17 (Lunes) 15:20:0, 123.10, 31.93, 3721.70, 1367.19, 60.00, 0.95
2023/7/17 (Lunes) 15:25:0, 123.80, 25.63, 2965.80, 1367.46, 60.00, 0.93
2023/7/17 (Lunes) 15:30:0, 123.00, 28.49, 3321.70, 1367.72, 60.00, 0.95
2023/7/17 (Lunes) 15:35:0, 122.20, 33.79, 3898.30, 1368.01, 60.00, 0.94
2023/7/17 (Lunes) 15:40:0, 122.60, 31.95, 3686.80, 1368.31, 60.00, 0.94
2023/7/17 (Lunes) 15:45:0, 123.00, 28.06, 3287.90, 1368.60, 60.00, 0.95
2023/7/17 (Lunes) 15:50:0, 123.70, 26.69, 3086.40, 1368.86, 60.00, 0.93
2023/7/17 (Lunes) 15:55:0, 123.30, 27.04, 3117.40, 1369.13, 59.90, 0.94
2023/7/17 (Lunes) 16:0:0, 122.20, 32.03, 3627.50, 1369.41, 59.90, 0.93
2023/7/17 (Lunes) 16:5:0, 122.60, 33.14, 3807.40, 1369.70, 60.00, 0.94
2023/7/17 (Lunes) 16:10:0, 123.20, 29.47, 3387.90, 1369.99, 60.00, 0.93
2023/7/17 (Lunes) 16:15:0, 122.00, 29.07, 3315.70, 1370.27, 60.00, 0.93
2023/7/17 (Lunes) 16:20:0, 122.80, 29.31, 3348.60, 1370.54, 60.00, 0.93
2023/7/17 (Lunes) 16:25:0, 121.00, 30.48, 3429.00, 1370.83, 59.90, 0.93
2023/7/17 (Lunes) 16:30:0, 122.50, 28.01, 3208.50, 1371.11, 59.90, 0.94
2023/7/17 (Lunes) 16:35:0, 121.70, 30.06, 3454.10, 1371.38, 59.90, 0.94
2023/7/17 (Lunes) 16:40:0, 122.00, 28.55, 3258.20, 1371.66, 60.00, 0.94
2023/7/17 (Lunes) 16:45:0, 121.70, 31.50, 3554.00, 1371.93, 60.00, 0.93
2023/7/17 (Lunes) 16:50:0, 122.60, 28.90, 3292.50, 1372.20, 60.00, 0.93
2023/7/17 (Lunes) 16:55:0, 121.80, 32.74, 3796.90, 1372.49, 59.90, 0.95
2023/7/17 (Lunes) 17:0:0, 122.30, 28.96, 3307.50, 1372.78, 59.90, 0.93
2023/7/17 (Lunes) 17:5:0, 121.40, 33.13, 3830.20, 1373.08, 59.90, 0.95
2023/7/17 (Lunes) 17:10:0, 122.40, 29.05, 3324.20, 1373.37, 60.00, 0.93
2023/7/17 (Lunes) 17:15:0, 122.10, 30.80, 3505.70, 1373.66, 60.00, 0.93
2023/7/17 (Lunes) 17:20:0, 121.90, 29.95, 3398.00, 1373.95, 59.90, 0.93
2023/7/17 (Lunes) 17:25:0, 122.40, 30.52, 3485.90, 1374.23, 60.00, 0.93
2023/7/17 (Lunes) 17:30:0, 122.30, 30.56, 3481.00, 1374.51, 60.00, 0.93
2023/7/17 (Lunes) 17:35:0, 122.90, 27.95, 3211.90, 1374.78, 60.00, 0.93
2023/7/17 (Lunes) 17:40:0, 121.70, 31.64, 3469.80, 1375.06, 60.00, 0.90
2023/7/17 (Lunes) 17:45:0, 122.20, 27.48, 2973.90, 1375.32, 60.00, 0.89
2023/7/17 (Lunes) 17:50:0, 122.50, 27.58, 3019.20, 1375.57, 60.00, 0.89
2023/7/17 (Lunes) 17:55:0, 122.70, 27.39, 3052.10, 1375.81, 60.00, 0.91
2023/7/17 (Lunes) 18:0:0, 122.50, 29.03, 3169.40, 1376.06, 60.00, 0.89
2023/7/17 (Lunes) 18:5:0, 123.70, 25.06, 2777.30, 1376.30, 59.90, 0.90
2023/7/17 (Lunes) 18:10:0, 122.80, 27.05, 2940.20, 1376.54, 59.90, 0.89
2023/7/17 (Lunes) 18:15:0, 123.10, 29.63, 3198.90, 1376.80, 60.00, 0.88
2023/7/17 (Lunes) 18:20:0, 124.10, 26.59, 2939.00, 1377.04, 60.00, 0.89
2023/7/17 (Lunes) 18:25:0, 125.10, 24.74, 2771.80, 1377.27, 60.00, 0.90
2023/7/17 (Lunes) 18:30:0, 124.40, 25.35, 2825.00, 1377.50, 60.00, 0.90
2023/7/17 (Lunes) 18:35:0, 124.50, 24.63, 2756.80, 1377.74, 59.90, 0.90
2023/7/17 (Lunes) 18:40:0, 124.10, 26.06, 2871.80, 1377.97, 59.90, 0.89
2023/7/17 (Lunes) 18:45:0, 124.30, 28.14, 3067.90, 1378.22, 59.90, 0.88
2023/7/17 (Lunes) 18:50:0, 124.70, 24.94, 2771.20, 1378.47, 59.90, 0.89
2023/7/17 (Lunes) 18:55:0, 125.30, 24.43, 2695.90, 1378.70, 59.90, 0.88
2023/7/17 (Lunes) 19:0:0, 126.00, 18.06, 2029.40, 1378.88, 60.00, 0.89
2023/7/17 (Lunes) 19:5:0, 123.90, 17.18, 1907.50, 1379.05, 60.00, 0.90
2023/7/17 (Lunes) 19:10:0, 123.00, 19.75, 2124.60, 1379.21, 60.00, 0.87
2023/7/17 (Lunes) 19:15:0, 122.70, 20.92, 2283.80, 1379.39, 60.00, 0.89
2023/7/17 (Lunes) 19:20:0, 123.60, 17.10, 1879.20, 1379.57, 60.00, 0.89
2023/7/17 (Lunes) 19:25:0, 123.60, 16.78, 1842.50, 1379.73, 59.90, 0.89
2023/7/17 (Lunes) 19:30:0, 122.50, 17.26, 1892.10, 1379.88, 59.90, 0.89
2023/7/17 (Lunes) 19:35:0, 122.00, 19.75, 2135.40, 1380.04, 59.90, 0.89
2023/7/17 (Lunes) 19:40:0, 123.30, 16.98, 1867.60, 1380.20, 59.90, 0.89
2023/7/17 (Lunes) 19:45:0, 123.20, 19.61, 2064.70, 1380.38, 59.80, 0.85
2023/7/17 (Lunes) 19:50:0, 123.90, 20.09, 2106.60, 1380.56, 59.80, 0.85
2023/7/17 (Lunes) 19:55:0, 122.40, 32.64, 3904.50, 1380.88, 60.00, 0.98
2023/7/17 (Lunes) 20:0:0, 122.60, 34.01, 4057.50, 1381.21, 60.00, 0.97
2023/7/17 (Lunes) 20:5:0, 122.30, 34.08, 4052.90, 1381.55, 60.00, 0.97
2023/7/17 (Lunes) 20:10:0, 122.70, 36.48, 4321.90, 1381.89, 60.00, 0.97
2023/7/17 (Lunes) 20:15:0, 124.10, 19.75, 2103.70, 1382.10, 60.00, 0.86
2023/7/17 (Lunes) 20:20:0, 123.90, 20.23, 2143.80, 1382.27, 60.00, 0.86
2023/7/17 (Lunes) 20:25:0, 123.60, 18.07, 1972.40, 1382.45, 60.00, 0.88
2023/7/17 (Lunes) 20:35:0, 122.30, 16.31, 1788.70, 1382.82, 60.00, 0.90
2023/7/17 (Lunes) 20:40:0, 122.30, 18.77, 2050.20, 1382.97, 60.00, 0.89
2023/7/17 (Lunes) 20:45:0, 123.00, 17.95, 2057.50, 1383.13, 60.00, 0.93
2023/7/17 (Lunes) 20:50:0, 122.30, 18.36, 2124.90, 1383.30, 60.00, 0.95
2023/7/17 (Lunes) 20:55:0, 123.30, 16.91, 1979.60, 1383.49, 60.00, 0.95
2023/7/17 (Lunes) 21:0:0, 121.00, 34.49, 4125.00, 1383.80, 60.00, 0.99
2023/7/17 (Lunes) 21:5:0, 121.40, 38.22, 4296.20, 1384.16, 60.00, 0.93
2023/7/17 (Lunes) 21:10:0, 123.60, 17.98, 2112.50, 1384.38, 60.00, 0.95
2023/7/17 (Lunes) 21:15:0, 123.20, 18.52, 2119.60, 1384.54, 60.10, 0.93
2023/7/17 (Lunes) 21:20:0, 122.80, 19.32, 2210.30, 1384.72, 60.10, 0.93
2023/7/17 (Lunes) 21:25:0, 122.80, 19.21, 2241.20, 1384.92, 60.10, 0.95
2023/7/17 (Lunes) 21:35:0, 122.80, 20.56, 2390.30, 1385.31, 60.10, 0.95
2023/7/17 (Lunes) 21:40:0, 122.90, 20.55, 2390.50, 1385.51, 60.00, 0.95
2023/7/17 (Lunes) 21:45:0, 122.70, 21.27, 2450.40, 1385.70, 60.10, 0.94
2023/7/17 (Lunes) 21:50:0, 123.50, 20.32, 2354.20, 1385.90, 60.10, 0.94
2023/7/17 (Lunes) 21:55:0, 122.80, 20.87, 2400.10, 1386.10, 60.10, 0.94
2023/7/17 (Lunes) 22:0:0, 122.80, 18.90, 2207.20, 1386.29, 60.00, 0.95
2023/7/17 (Lunes) 22:5:0, 122.70, 18.83, 2195.30, 1386.48, 59.90, 0.95
2023/7/17 (Lunes) 22:10:0, 122.80, 19.04, 2220.20, 1386.66, 59.90, 0.95
2023/7/17 (Lunes) 22:15:0, 123.70, 17.21, 2005.80, 1386.84, 59.90, 0.94
2023/7/17 (Lunes) 22:20:0, 123.10, 19.19, 2190.90, 1387.02, 59.90, 0.93
2023/7/17 (Lunes) 22:25:0, 122.90, 19.71, 2244.90, 1387.20, 60.00, 0.93
2023/7/17 (Lunes) 22:30:0, 122.80, 21.13, 2464.10, 1387.38, 60.00, 0.95
2023/7/17 (Lunes) 22:35:0, 123.20, 20.40, 2377.50, 1387.58, 60.00, 0.95
2023/7/17 (Lunes) 22:40:0, 123.10, 19.82, 2316.50, 1387.78, 60.00, 0.95
2023/7/17 (Lunes) 22:45:0, 123.60, 19.36, 2268.30, 1387.97, 59.90, 0.95
2023/7/17 (Lunes) 22:50:0, 123.80, 20.66, 2392.20, 1388.17, 59.80, 0.94
2023/7/17 (Lunes) 22:55:0, 123.80, 20.91, 2417.20, 1388.37, 59.90, 0.93
2023/7/17 (Lunes) 23:0:0, 124.10, 18.91, 2228.80, 1388.56, 59.80, 0.95
2023/7/17 (Lunes) 23:5:0, 124.20, 17.81, 2099.00, 1388.74, 59.80, 0.95
2023/7/17 (Lunes) 23:10:0, 123.20, 17.97, 2099.10, 1388.92, 59.90, 0.95
2023/7/17 (Lunes) 23:15:0, 124.40, 17.66, 2079.60, 1389.09, 59.90, 0.95
2023/7/17 (Lunes) 23:20:0, 124.00, 19.41, 2271.20, 1389.28, 60.00, 0.94
2023/7/17 (Lunes) 23:25:0, 123.90, 20.98, 2442.20, 1389.47, 60.00, 0.94
2023/7/17 (Lunes) 23:30:0, 124.60, 15.00, 1789.20, 1389.66, 60.00, 0.96
2023/7/17 (Lunes) 23:35:0, 125.50, 17.41, 2111.70, 1389.81, 60.00, 0.97
2023/7/17 (Lunes) 23:40:0, 126.00, 12.49, 1492.80, 1389.95, 60.00, 0.95
2023/7/17 (Lunes) 23:45:0, 126.50, 12.41, 1486.20, 1390.07, 60.00, 0.95
2023/7/17 (Lunes) 23:50:0, 126.50, 14.37, 1657.30, 1390.20, 60.00, 0.91
2023/7/17 (Lunes) 23:55:0, 124.50, 13.39, 1542.90, 1390.34, 60.00, 0.93
2023/7/18 (Martes) 0:5:0, 124.10, 11.86, 1396.20, 1390.58, 60.00, 0.95
2023/7/18 (Martes) 0:10:0, 125.00, 11.87, 1407.20, 1390.71, 59.90, 0.95
2023/7/18 (Martes) 0:15:0, 124.90, 12.06, 1424.70, 1390.82, 59.90, 0.95
2023/7/18 (Martes) 0:20:0, 125.00, 13.93, 1613.30, 1390.94, 60.00, 0.93
2023/7/18 (Martes) 0:25:0, 125.00, 15.31, 1734.80, 1391.08, 60.00, 0.91
2023/7/18 (Martes) 0:30:0, 124.80, 13.64, 1596.70, 1391.23, 60.00, 0.94
2023/7/18 (Martes) 0:35:0, 124.40, 11.65, 1372.70, 1391.35, 60.00, 0.95
2023/7/18 (Martes) 0:40:0, 124.20, 12.28, 1443.10, 1391.47, 60.00, 0.95
2023/7/18 (Martes) 0:45:0, 124.20, 12.75, 1496.90, 1391.60, 60.00, 0.95
2023/7/18 (Martes) 0:50:0, 124.20, 14.25, 1628.20, 1391.72, 59.90, 0.92
2023/7/18 (Martes) 0:55:0, 124.20, 13.81, 1574.70, 1391.85, 59.90, 0.92
2023/7/18 (Martes) 1:0:0, 124.30, 13.57, 1559.20, 1391.98, 59.90, 0.92
2023/7/18 (Martes) 1:5:0, 125.20, 11.68, 1380.70, 1392.10, 60.00, 0.94
2023/7/18 (Martes) 1:10:0, 124.20, 10.46, 1215.70, 1392.21, 60.00, 0.94
2023/7/18 (Martes) 1:15:0, 124.70, 12.43, 1477.90, 1392.31, 60.00, 0.95
2023/7/18 (Martes) 1:20:0, 125.20, 10.58, 1244.90, 1392.43, 59.90, 0.94
2023/7/18 (Martes) 1:25:0, 124.60, 13.57, 1560.70, 1392.55, 60.00, 0.92
2023/7/18 (Martes) 1:30:0, 124.70, 13.21, 1524.60, 1392.68, 60.00, 0.93
2023/7/18 (Martes) 1:35:0, 124.90, 10.45, 1222.40, 1392.79, 59.90, 0.94
2023/7/18 (Martes) 1:40:0, 124.90, 11.87, 1407.20, 1392.90, 60.00, 0.95
2023/7/18 (Martes) 1:45:0, 123.80, 12.09, 1413.40, 1393.02, 59.90, 0.94
2023/7/18 (Martes) 1:50:0, 124.00, 12.21, 1428.70, 1393.15, 59.90, 0.94
2023/7/18 (Martes) 1:55:0, 124.70, 13.61, 1547.30, 1393.28, 60.00, 0.91
2023/7/18 (Martes) 2:5:0, 125.00, 13.63, 1605.10, 1393.54, 60.00, 0.94
2023/7/18 (Martes) 2:10:0, 125.90, 12.95, 1542.70, 1393.67, 60.00, 0.95
2023/7/18 (Martes) 2:15:0, 125.00, 13.06, 1547.60, 1393.80, 59.90, 0.95
2023/7/18 (Martes) 2:20:0, 125.00, 15.77, 1890.80, 1393.93, 59.90, 0.96
2023/7/18 (Martes) 2:25:0, 124.80, 16.75, 1887.30, 1394.08, 59.90, 0.90
2023/7/18 (Martes) 2:30:0, 124.70, 16.46, 1858.40, 1394.24, 60.00, 0.91
2023/7/18 (Martes) 2:35:0, 125.70, 13.14, 1564.00, 1394.39, 59.90, 0.95
2023/7/18 (Martes) 2:40:0, 125.40, 13.33, 1584.80, 1394.52, 59.90, 0.95
2023/7/18 (Martes) 2:45:0, 125.90, 12.02, 1414.00, 1394.64, 59.90, 0.93
2023/7/18 (Martes) 2:50:0, 125.70, 10.41, 1215.40, 1394.75, 59.80, 0.93
2023/7/18 (Martes) 2:55:0, 125.20, 12.39, 1381.10, 1394.87, 59.80, 0.89
2023/7/18 (Martes) 3:0:0, 125.10, 12.68, 1410.70, 1394.98, 59.80, 0.89
2023/7/18 (Martes) 3:5:0, 124.80, 10.62, 1234.20, 1395.10, 59.80, 0.93
2023/7/18 (Martes) 3:10:0, 125.00, 9.03, 1038.00, 1395.20, 59.80, 0.92
2023/7/18 (Martes) 3:15:0, 126.40, 9.25, 1082.20, 1395.29, 59.90, 0.93
2023/7/18 (Martes) 3:20:0, 126.40, 9.21, 1077.80, 1395.37, 59.90, 0.93
2023/7/18 (Martes) 3:25:0, 125.80, 12.92, 1464.40, 1395.47, 60.00, 0.90
2023/7/18 (Martes) 3:30:0, 126.00, 11.92, 1359.30, 1395.59, 60.00, 0.90
2023/7/18 (Martes) 3:35:0, 126.80, 9.19, 1080.90, 1395.70, 60.00, 0.93
2023/7/18 (Martes) 3:40:0, 126.80, 9.53, 1125.40, 1395.80, 60.00, 0.93
2023/7/18 (Martes) 3:45:0, 126.60, 11.42, 1368.70, 1395.91, 60.00, 0.95
2023/7/18 (Martes) 3:50:0, 126.10, 11.46, 1368.00, 1396.02, 60.00, 0.95
2023/7/18 (Martes) 3:55:0, 125.40, 15.56, 1815.50, 1396.14, 60.00, 0.93
2023/7/18 (Martes) 4:0:0, 125.40, 15.98, 1867.50, 1396.28, 59.90, 0.93
2023/7/18 (Martes) 4:5:0, 126.20, 11.85, 1410.00, 1396.42, 60.00, 0.94
2023/7/18 (Martes) 4:10:0, 125.60, 11.79, 1393.80, 1396.53, 59.90, 0.94
2023/7/18 (Martes) 4:15:0, 125.70, 11.59, 1378.40, 1396.65, 60.00, 0.95
2023/7/18 (Martes) 4:20:0, 125.40, 11.55, 1371.40, 1396.77, 60.00, 0.95
2023/7/18 (Martes) 4:25:0, 125.00, 13.17, 1552.40, 1396.88, 59.90, 0.94
2023/7/18 (Martes) 4:30:0, 124.80, 14.76, 1663.30, 1397.02, 60.00, 0.90
2023/7/18 (Martes) 4:35:0, 125.20, 13.44, 1541.40, 1397.17, 60.00, 0.92
2023/7/18 (Martes) 4:40:0, 125.50, 11.60, 1378.80, 1397.29, 60.00, 0.95
2023/7/18 (Martes) 4:45:0, 125.80, 11.39, 1356.10, 1397.40, 60.00, 0.95
2023/7/18 (Martes) 4:50:0, 125.70, 11.64, 1384.00, 1397.52, 60.00, 0.95
2023/7/18 (Martes) 5:0:0, 125.60, 12.27, 1433.20, 1397.75, 60.00, 0.93
2023/7/18 (Martes) 5:5:0, 125.30, 14.32, 1704.80, 1397.88, 60.00, 0.95
2023/7/18 (Martes) 5:10:0, 125.70, 10.92, 1298.20, 1397.99, 59.90, 0.95
2023/7/18 (Martes) 5:15:0, 125.70, 11.28, 1344.20, 1398.10, 60.00, 0.95
2023/7/18 (Martes) 5:20:0, 125.90, 10.68, 1268.20, 1398.21, 60.00, 0.94
2023/7/18 (Martes) 5:30:0, 124.80, 15.68, 1751.40, 1398.45, 59.90, 0.89
2023/7/18 (Martes) 5:35:0, 124.90, 15.45, 1813.00, 1398.59, 60.00, 0.94
2023/7/18 (Martes) 5:40:0, 126.30, 11.55, 1378.00, 1398.72, 60.00, 0.94
2023/7/18 (Martes) 5:45:0, 126.10, 11.39, 1357.40, 1398.83, 60.00, 0.95
2023/7/18 (Martes) 5:50:0, 126.40, 11.55, 1383.10, 1398.95, 60.00, 0.95
2023/7/18 (Martes) 5:55:0, 126.00, 11.66, 1391.50, 1399.07, 60.00, 0.95
2023/7/18 (Martes) 6:0:0, 125.50, 13.26, 1527.60, 1399.19, 59.90, 0.92
2023/7/18 (Martes) 6:5:0, 126.00, 13.62, 1572.50, 1399.32, 60.00, 0.92
2023/7/18 (Martes) 6:10:0, 126.10, 11.57, 1381.90, 1399.45, 60.00, 0.95
2023/7/18 (Martes) 6:15:0, 126.40, 11.71, 1398.90, 1399.57, 60.00, 0.95
2023/7/18 (Martes) 6:20:0, 126.00, 11.73, 1393.60, 1399.69, 59.90, 0.94
2023/7/18 (Martes) 6:25:0, 126.40, 11.97, 1427.50, 1399.80, 60.00, 0.94
2023/7/18 (Martes) 6:30:0, 125.10, 15.68, 1760.20, 1399.94, 60.00, 0.90
2023/7/18 (Martes) 6:35:0, 125.20, 15.20, 1703.30, 1400.08, 60.00, 0.90
2023/7/18 (Martes) 6:40:0, 125.90, 11.37, 1351.40, 1400.21, 60.00, 0.94
2023/7/18 (Martes) 6:45:0, 125.80, 10.57, 1252.00, 1400.32, 60.00, 0.94
2023/7/18 (Martes) 6:50:0, 125.50, 10.93, 1297.00, 1400.43, 60.00, 0.95
2023/7/18 (Martes) 6:55:0, 126.10, 10.38, 1226.60, 1400.53, 60.00, 0.94
2023/7/18 (Martes) 7:0:0, 125.60, 12.33, 1446.90, 1400.63, 60.00, 0.93
2023/7/18 (Martes) 7:5:0, 125.30, 12.68, 1472.00, 1400.75, 59.90, 0.93
2023/7/18 (Martes) 7:10:0, 124.20, 11.93, 1380.00, 1400.87, 60.00, 0.93
2023/7/18 (Martes) 7:15:0, 124.10, 13.50, 1607.60, 1400.99, 59.90, 0.96
2023/7/18 (Martes) 7:20:0, 124.30, 11.73, 1375.90, 1401.10, 60.00, 0.94
2023/7/18 (Martes) 7:25:0, 124.40, 12.11, 1420.10, 1401.22, 60.00, 0.94
2023/7/18 (Martes) 7:30:0, 124.10, 13.32, 1541.20, 1401.35, 60.00, 0.93
2023/7/18 (Martes) 7:35:0, 124.20, 13.74, 1553.20, 1401.49, 59.90, 0.91
2023/7/18 (Martes) 7:40:0, 123.90, 14.00, 1580.30, 1401.63, 59.90, 0.91
2023/7/18 (Martes) 7:45:0, 123.80, 11.66, 1363.40, 1401.74, 60.00, 0.94
2023/7/18 (Martes) 7:50:0, 123.50, 11.43, 1330.30, 1401.86, 60.00, 0.94
2023/7/18 (Martes) 7:55:0, 123.50, 11.72, 1365.80, 1401.97, 59.90, 0.94
2023/7/18 (Martes) 8:0:0, 123.90, 11.62, 1360.80, 1402.09, 60.00, 0.95
2023/7/18 (Martes) 8:5:0, 124.30, 14.88, 1719.60, 1402.22, 60.00, 0.93
2023/7/18 (Martes) 8:10:0, 124.80, 16.65, 1909.80, 1402.37, 60.00, 0.92
2023/7/18 (Martes) 8:15:0, 124.40, 13.71, 1547.70, 1402.52, 60.00, 0.91
2023/7/18 (Martes) 8:20:0, 124.90, 13.56, 1530.60, 1402.65, 59.90, 0.90
2023/7/18 (Martes) 8:25:0, 124.50, 15.43, 1715.20, 1402.78, 59.90, 0.89
2023/7/18 (Martes) 8:35:0, 124.60, 14.20, 1569.90, 1403.04, 60.00, 0.89
2023/7/18 (Martes) 8:40:0, 124.40, 14.82, 1635.10, 1403.18, 59.90, 0.89
2023/7/18 (Martes) 8:45:0, 124.50, 11.45, 1276.70, 1403.31, 60.00, 0.90
2023/7/18 (Martes) 8:50:0, 124.30, 11.40, 1265.00, 1403.41, 60.00, 0.89
2023/7/18 (Martes) 8:55:0, 123.80, 13.19, 1464.50, 1403.53, 60.00, 0.90
2023/7/18 (Martes) 9:0:0, 123.40, 13.00, 1431.00, 1403.65, 59.90, 0.89
2023/7/18 (Martes) 9:5:0, 122.00, 14.29, 1502.30, 1403.77, 60.00, 0.86
2023/7/18 (Martes) 9:10:0, 123.70, 14.45, 1521.00, 1403.89, 60.00, 0.85
2023/7/18 (Martes) 9:15:0, 123.70, 12.77, 1385.60, 1404.02, 60.00, 0.88
2023/7/18 (Martes) 9:20:0, 124.10, 12.45, 1351.70, 1404.13, 60.00, 0.87
2023/7/18 (Martes) 9:25:0, 122.40, 17.44, 1925.70, 1404.26, 59.90, 0.90
2023/7/18 (Martes) 9:30:0, 122.30, 16.35, 1740.70, 1404.40, 60.00, 0.87
2023/7/18 (Martes) 9:35:0, 122.80, 18.06, 1853.40, 1404.55, 59.90, 0.84
2023/7/18 (Martes) 9:40:0, 122.70, 21.14, 2355.20, 1404.73, 60.00, 0.91
2023/7/18 (Martes) 9:45:0, 121.70, 22.00, 2486.60, 1404.93, 60.00, 0.93
2023/7/18 (Martes) 9:50:0, 122.70, 18.58, 2010.40, 1405.12, 60.00, 0.88
2023/7/18 (Martes) 10:0:0, 123.20, 25.95, 2716.40, 1405.50, 59.90, 0.85
2023/7/18 (Martes) 10:5:0, 122.10, 33.31, 3694.90, 1405.79, 60.00, 0.91
2023/7/18 (Martes) 10:10:0, 122.50, 33.92, 3830.70, 1406.06, 60.00, 0.92
2023/7/18 (Martes) 10:15:0, 120.70, 41.78, 4712.40, 1406.41, 59.90, 0.93
2023/7/18 (Martes) 10:20:0, 120.80, 43.97, 4930.10, 1406.81, 59.90, 0.93
2023/7/18 (Martes) 10:30:0, 120.10, 48.79, 5436.10, 1407.70, 60.00, 0.93
2023/7/18 (Martes) 10:35:0, 118.60, 58.37, 6585.00, 1408.18, 59.90, 0.95
2023/7/18 (Martes) 10:40:0, 119.20, 49.21, 5505.90, 1408.65, 59.80, 0.94
2023/7/18 (Martes) 10:45:0, 120.20, 53.88, 6141.30, 1409.12, 60.00, 0.95
2023/7/18 (Martes) 10:50:0, 119.20, 51.97, 5762.20, 1409.62, 60.00, 0.93
2023/7/18 (Martes) 10:55:0, 121.70, 47.61, 5373.30, 1410.09, 60.00, 0.93
2023/7/18 (Martes) 11:0:0, 120.70, 49.17, 5519.90, 1410.56, 60.00, 0.93
2023/7/18 (Martes) 11:5:0, 119.70, 49.40, 5469.10, 1411.02, 59.90, 0.92
2023/7/18 (Martes) 11:10:0, 119.50, 53.48, 5954.90, 1411.50, 60.00, 0.93
2023/7/18 (Martes) 11:15:0, 119.60, 52.16, 5828.20, 1411.98, 60.00, 0.93
2023/7/18 (Martes) 11:20:0, 119.90, 50.34, 5588.00, 1412.47, 59.90, 0.93
2023/7/18 (Martes) 11:25:0, 119.20, 52.46, 5788.50, 1412.94, 60.00, 0.93
2023/7/18 (Martes) 11:35:0, 120.40, 47.58, 5369.50, 1413.88, 60.00, 0.94
2023/7/18 (Martes) 11:40:0, 120.60, 46.29, 5168.70, 1414.32, 60.00, 0.93
2023/7/18 (Martes) 11:45:0, 119.20, 50.12, 5553.00, 1414.77, 59.90, 0.93
2023/7/18 (Martes) 11:50:0, 119.40, 45.06, 4988.80, 1415.21, 60.00, 0.93
2023/7/18 (Martes) 11:55:0, 118.80, 50.68, 5670.20, 1415.64, 59.90, 0.94
2023/7/18 (Martes) 12:0:0, 119.50, 46.73, 5216.00, 1416.07, 60.00, 0.93
2023/7/18 (Martes) 12:5:0, 119.10, 44.67, 4979.40, 1416.47, 60.00, 0.94
2023/7/18 (Martes) 12:10:0, 119.90, 41.44, 4610.70, 1416.85, 60.00, 0.93
2023/7/18 (Martes) 12:15:0, 119.20, 43.69, 4852.00, 1417.25, 60.00, 0.93
2023/7/18 (Martes) 12:20:0, 119.10, 45.11, 4948.50, 1417.67, 59.90, 0.92
2023/7/18 (Martes) 12:25:0, 119.10, 48.91, 5427.70, 1418.09, 59.90, 0.93
2023/7/18 (Martes) 12:30:0, 119.30, 45.79, 5104.20, 1418.53, 60.00, 0.93
2023/7/18 (Martes) 12:35:0, 119.50, 46.14, 5152.60, 1418.96, 59.90, 0.93
2023/7/18 (Martes) 12:40:0, 119.60, 46.79, 5218.30, 1419.40, 60.00, 0.93
2023/7/18 (Martes) 12:45:0, 121.60, 45.49, 5142.10, 1419.84, 59.90, 0.93
2023/7/18 (Martes) 12:50:0, 121.10, 49.26, 5548.60, 1420.28, 59.90, 0.93
2023/7/18 (Martes) 12:55:0, 121.10, 45.30, 5128.20, 1420.71, 60.00, 0.93
2023/7/18 (Martes) 13:0:0, 121.90, 45.93, 5232.70, 1421.16, 59.90, 0.93
2023/7/18 (Martes) 13:5:0, 121.00, 49.59, 5585.40, 1421.59, 59.90, 0.93
2023/7/18 (Martes) 13:10:0, 120.90, 47.89, 5415.00, 1422.04, 60.00, 0.94
2023/7/18 (Martes) 13:15:0, 121.00, 48.32, 5459.40, 1422.51, 60.00, 0.93
2023/7/18 (Martes) 13:20:0, 120.80, 46.21, 5207.10, 1422.96, 60.00, 0.93
2023/7/18 (Martes) 13:25:0, 119.70, 47.72, 5377.40, 1423.39, 60.00, 0.94
2023/7/18 (Martes) 13:30:0, 120.50, 49.51, 5671.10, 1423.84, 59.90, 0.95
2023/7/18 (Martes) 13:35:0, 120.20, 50.84, 5763.80, 1424.32, 59.90, 0.94
2023/7/18 (Martes) 13:40:0, 121.90, 48.20, 5480.60, 1424.76, 59.90, 0.93
2023/7/18 (Martes) 13:45:0, 122.80, 44.94, 5072.20, 1425.20, 60.00, 0.92
2023/7/18 (Martes) 13:50:0, 122.30, 38.56, 4422.90, 1425.60, 60.00, 0.94
2023/7/18 (Martes) 14:0:0, 122.00, 42.45, 4861.10, 1426.36, 59.80, 0.94
2023/7/18 (Martes) 14:5:0, 122.10, 41.78, 4793.10, 1426.78, 59.90, 0.94
2023/7/18 (Martes) 14:10:0, 121.60, 45.33, 5185.00, 1427.20, 60.00, 0.94
2023/7/18 (Martes) 14:15:0, 121.40, 45.87, 5200.30, 1427.61, 59.90, 0.93
2023/7/18 (Martes) 14:20:0, 121.60, 43.00, 4900.70, 1428.02, 59.90, 0.94
